iter	RMSE
218	16.37551897
219	16.37398624
220	16.37136964
221	16.36900354
222	16.36587959
223	16.36276046
224	16.35977621
225	16.35585083
226	16.35344901
227	16.34855568
228	16.34695795
229	16.34403718
230	16.34017967
231	16.33876427
232	16.33611365
233	16.33359792
234	16.32944535
235	16.32375333
236	16.32104155
237	16.31819796
238	16.31620165
239	16.3138331
240	16.31160265
241	16.3100084
242	16.30747309
243	16.30543418
244	16.30250517
245	16.29908286
246	16.29603188
247	16.29295919
248	16.29037273
249	16.28806027
250	16.2853299
251	16.28276775
252	16.28104564
253	16.27581685
254	16.27350676
255	16.27243933
256	16.26909216
257	16.26727101
258	16.2650182
259	16.26236669
260	16.2608021
261	16.25820929
262	16.25590069
263	16.2512321
264	16.24890397
265	16.24610202
266	16.24418303
267	16.24051463
268	16.2382672
269	16.23668348
270	16.23489279
271	16.22917923
272	16.22699177
273	16.22467654
274	16.2204445
275	16.21839809
276	16.21716428
277	16.21479632
278	16.21250953
279	16.208226
280	16.20601023
281	16.20335281
282	16.2008095
283	16.19866722
284	16.19347931
285	16.19113049
286	16.1891126
287	16.1851018
288	16.18224393
289	16.17902049
290	16.17776546
291	16.17527096
292	16.17381437
293	16.17232132
294	16.17010506
295	16.16531509
296	16.16264574
297	16.16013434
298	16.15470837
299	16.15105334
300	16.14799359
301	16.14478138
302	16.14289059
303	16.14104458
304	16.13884663
305	16.13400549
306	16.13218732
307	16.12997504
308	16.12807652
309	16.12485044
310	16.12297837
311	16.12097925
312	16.11840725
313	16.11613957
314	16.11412203
315	16.11198513
316	16.10951255
317	16.1075472
318	16.10586381
319	16.10334603
320	16.10129584
321	16.09921797
322	16.09476389
323	16.09232842
324	16.09093528
325	16.08862647
326	16.08687501
327	16.08436918
328	16.08174626
329	16.07962718
330	16.07780176
331	16.07635534
332	16.07440743
333	16.07241279
334	16.07074285
335	16.06927277
336	16.06699669
337	16.06466301
338	16.06190491
339	16.05934025
340	16.05665018
341	16.05477443
342	16.05333879
343	16.05176485
344	16.05102924
345	16.04902122
346	16.04564665
347	16.04493713
348	16.04404382
349	16.04167516
350	16.03985599
351	16.03767702
352	16.03651393
353	16.03438411
354	16.03292331
355	16.02879793
356	16.02580538
357	16.02257132
358	16.02193115
359	16.01862937
360	16.0170793
361	16.01575198
362	16.01020983
363	16.00896955
364	16.00698752
365	16.00484823
366	16.00016497
367	15.99673581
368	15.99430458
369	15.99241949
370	15.99116468
371	15.98778401
372	15.98523981
373	15.9833657
374	15.98118194
375	15.97920269
376	15.97721588
377	15.97558216
378	15.97390085
379	15.97385853
380	15.97265005
381	15.97093647
382	15.96906422
383	15.9677555
384	15.96609892
385	15.96395595
386	15.96282941
387	15.96128661
388	15.95832786
389	15.95692283
390	15.95498372
391	15.95325403
392	15.95116449
393	15.94934859
394	15.94777449
395	15.94606376
396	15.94546327
397	15.94376921
398	15.94092502
399	15.93814645
400	15.93692039
401	15.93556812
402	15.93460829
403	15.93278447
404	15.92972488
405	15.92784264
406	15.92522362
407	15.92330338
408	15.92190671
409	15.91953417
410	15.91742652
411	15.91654576
412	15.91444902
413	15.91316263
414	15.91121915
415	15.90767357
416	15.90620473
417	15.90450563
418	15.90361039
419	15.90072679
420	15.89861456
421	15.89664964
422	15.89543128
423	15.89384692
424	15.89239323
425	15.89108857
426	15.88927292
427	15.88748163
428	15.8853596
429	15.88294872
430	15.88096122
431	15.87767622
432	15.8763026
433	15.87481475
434	15.87299516
435	15.87255436
436	15.87046623
437	15.86811351
438	15.86732605
439	15.86469094
440	15.86167808
441	15.85922685
442	15.85724899
443	15.8556958
444	15.85425206
445	15.8522235
446	15.84895714
447	15.84485601
448	15.8430987
449	15.8406512
450	15.83969223
451	15.83828811
452	15.8359389
453	15.83423964
454	15.83317723
455	15.83078201
456	15.82818195
457	15.82583172
458	15.82549555
459	15.8230938
460	15.82033162
461	15.81784547
462	15.81602849
463	15.81471165
464	15.81242199
465	15.81068133
466	15.80831141
467	15.80608886
468	15.80388991
469	15.80116531
470	15.79915213
471	15.79659783
472	15.79598727
473	15.7932024
474	15.79073577
475	15.79061611
476	15.7876729
477	15.78503809
478	15.78395765
479	15.78220432
480	15.77991303
481	15.77718809
482	15.7755015
483	15.77328673
484	15.77149015
485	15.76917538
486	15.76723019
487	15.76555788
488	15.76341282
489	15.7616867
490	15.76157319
491	15.7593863
492	15.75840541
493	15.75597409
494	15.75587016
495	15.75454705
496	15.75218785
497	15.75193398
498	15.75007506
499	15.74816504
500	15.74337245
501	15.74121114
502	15.73954907
503	15.73784236
504	15.73626018
505	15.73533067
506	15.73424416
507	15.73119411
508	15.72833383
509	15.72644813
510	15.72416855
511	15.72022317
512	15.71894778
513	15.71727717
514	15.71581231
515	15.71451329
516	15.7131473
517	15.71078504
518	15.70796222
519	15.70468593
520	15.70297461
521	15.70144324
522	15.70098699
523	15.69913197
524	15.69699776
525	15.69398947
526	15.69199393
527	15.68914563
528	15.68725418
529	15.68487035
530	15.68329815
531	15.68172484
532	15.6797307
533	15.67825188
534	15.67663512
535	15.67478124
536	15.67317595
537	15.67201823
538	15.67082717
539	15.66926946
540	15.66782166
541	15.66717661
542	15.66535319
543	15.66334543
544	15.66134264
545	15.66022079
546	15.65846257
547	15.65737895
548	15.65600063
549	15.65397819
550	15.65241754
551	15.65069246
552	15.64952722
553	15.64769333
554	15.64588096
555	15.64395533
556	15.64305545
557	15.64101389
558	15.63896246
559	15.63860296
560	15.63711132
561	15.63584897
562	15.63340222
563	15.63188316
564	15.63078837
565	15.62859205
566	15.62734587
567	15.62599007
568	15.62418708
569	15.62276936
570	15.62127632
571	15.6199929
572	15.61846748
573	15.616337
574	15.61466164
575	15.61304019
576	15.61031649
577	15.60874829
578	15.60779236
579	15.60631722
580	15.6051322
581	15.60370145
582	15.60035044
583	15.59786629
584	15.59549004
585	15.59338686
586	15.59151528
587	15.58985006
588	15.58833871
589	15.58653535
590	15.58582917
591	15.58436386
592	15.58253828
593	15.58082905
594	15.5795139
595	15.5786364
596	15.57725014
597	15.57600208
598	15.57439222
599	15.57269519
600	15.57105941
601	15.56991511
602	15.56873239
603	15.56730345
604	15.56523098
605	15.56491432
606	15.56396806
607	15.56232473
608	15.56119728
609	15.55966312
610	15.55856403
611	15.55637878
612	15.55446409
613	15.55358308
614	15.55259498
615	15.55108159
616	15.54904547
617	15.54749021
618	15.54610763
619	15.54506538
620	15.54335647
621	15.54122116
622	15.53967338
623	15.53880845
624	15.53777037
625	15.53654311
626	15.53626279
627	15.53542842
628	15.53383299
629	15.53215826
630	15.53058172
631	15.52993432
632	15.52883668
633	15.52755472
634	15.52583595
635	15.52457534
636	15.52311452
637	15.52229473
638	15.52122591
639	15.51922051
640	15.51816857
641	15.51739645
642	15.51625991
643	15.51521843
644	15.51368145
645	15.51260594
646	15.51042258
647	15.50875242
648	15.50781673
649	15.50666055
650	15.50513574
651	15.50403537
652	15.50271772
653	15.5011279
654	15.50003915
655	15.498251
656	15.49700961
657	15.49590338
658	15.4945555
659	15.49376292
660	15.49357661
661	15.49234146
662	15.49159015
663	15.49015298
664	15.4881049
665	15.48721534
666	15.485913
667	15.48449486
668	15.48283741
669	15.48111074
670	15.47954028
671	15.47800411
672	15.47652206
673	15.47625812
674	15.47466001
675	15.47316931
676	15.47172502
677	15.47046644
678	15.46931947
679	15.46798004
680	15.4665196
681	15.46490965
682	15.46372494
683	15.46222907
684	15.46203245
685	15.46100416
686	15.46016993
687	15.45900583
688	15.45761142
689	15.45666303
690	15.45548352
691	15.45482654
692	15.45288463
693	15.45137203
694	15.45046409
695	15.44883356
696	15.44769667
697	15.44585711
698	15.44356592
699	15.44218962
700	15.44164451
701	15.44148069
702	15.44014364
703	15.43896091
704	15.4387389
705	15.43700624
706	15.43591353
707	15.43458016
708	15.43281339
709	15.43086596
710	15.42964699
711	15.42840736
712	15.42643242
713	15.42368249
714	15.42212347
715	15.42158316
716	15.41974888
717	15.41844478
718	15.4174033
719	15.41614127
720	15.41472913
721	15.41345115
722	15.41175714
723	15.41050497
724	15.40945277
725	15.40766763
726	15.4068202
727	15.40551773
728	15.40418863
729	15.40292256
730	15.40118602
731	15.39981589
732	15.39739667
733	15.39581758
734	15.39508562
735	15.3919716
736	15.39019208
737	15.38966628
738	15.3895253
739	15.38867158
740	15.3874114
741	15.38616652
742	15.38470244
743	15.38309002
744	15.38156922
745	15.38002377
746	15.37900827
747	15.37677289
748	15.37587463
749	15.37479357
750	15.37359932
751	15.3722204
752	15.37139094
753	15.370184
754	15.36992415
755	15.36944602
756	15.3682359
757	15.36783173
758	15.36664703
759	15.36491478
760	15.36388595
761	15.36281551
762	15.36183127
763	15.36045623
764	15.35940267
765	15.35790628
766	15.35663609
767	15.35544766
768	15.35434746
769	15.35261553
770	15.35089054
771	15.34934694
772	15.34819289
773	15.34685087
774	15.34543388
775	15.34454621
776	15.34307691
777	15.3417347
778	15.34059297
779	15.33898393
780	15.33764309
781	15.33611755
782	15.33395207
783	15.33257536
784	15.33148024
785	15.33063444
786	15.32947148
787	15.32820236
788	15.32716258
789	15.32711259
790	15.32653724
791	15.32482838
792	15.32352779
793	15.32179328
794	15.32080123
795	15.31959309
796	15.31734401
797	15.31539012
798	15.31407202
799	15.31391349
800	15.31282108
801	15.31147845
802	15.31046155
803	15.30897435
804	15.30800302
805	15.3067659
806	15.30562815
807	15.30397228
808	15.30232862
809	15.3022748
810	15.30109932
811	15.2999714
812	15.29883183
813	15.29772154
814	15.2966959
815	15.29544691
816	15.29406434
817	15.29291342
818	15.29164353
819	15.29085141
820	15.29010716
821	15.28839318
822	15.28705068
823	15.28636137
824	15.2850701
825	15.28347361
826	15.28199136
827	15.28130226
828	15.28016712
829	15.27868629
830	15.27853649
831	15.27740324
832	15.27615446
833	15.27478772
834	15.27326804
835	15.27240872
836	15.27147543
837	15.27059001
838	15.26970523
839	15.26801365
840	15.26654909
841	15.26499701
842	15.26346177
843	15.26203703
844	15.26173775
845	15.26074846
846	15.26021157
847	15.25874654
848	15.25719177
849	15.25552982
850	15.25426897
851	15.25407851
852	15.2526605
853	15.25025899
854	15.24905297
855	15.24834101
856	15.24702801
857	15.24604019
858	15.24588102
859	15.24488405
860	15.24409269
861	15.24236592
862	15.24094587
863	15.23949709
864	15.23731368
865	15.23591188
866	15.23436823
867	15.23302594
868	15.23202303
869	15.23055446
870	15.2290314
871	15.227842
872	15.22701845
873	15.2252994
874	15.2235584
875	15.22289992
876	15.22131426
877	15.22025263
878	15.21941948
879	15.21836342
880	15.21730838
881	15.21579306
882	15.21560614
883	15.21420507
884	15.21312407
885	15.21213289
886	15.21139222
887	15.21128496
888	15.20949034
889	15.2082162
890	15.20738997
891	15.20657625
892	15.20595153
893	15.2045717
894	15.20337478
895	15.20225996
896	15.20101676
897	15.19980278
898	15.19890245
899	15.19812735
900	15.1968522
901	15.19565113
902	15.19398021
903	15.19274859
904	15.19141262
905	15.19031109
906	15.18855354
907	15.18791975
908	15.18650878
909	15.18512825
910	15.18437806
911	15.18351677
912	15.18284303
913	15.18118237
914	15.18002329
915	15.17875914
916	15.17803679
917	15.17696231
918	15.17642912
919	15.17554087
920	15.17411952
921	15.17317774
922	15.17193835
923	15.1717975
924	15.17123618
925	15.17000722
926	15.16885147
927	15.16778539
928	15.16764142
929	15.16630058
930	15.16551158
931	15.16401214
932	15.16264394
933	15.1614504
934	15.16035016
935	15.15863704
936	15.15732299
937	15.15668693
938	15.15575798
939	15.15432522
940	15.15282225
941	15.15197877
942	15.15167354
943	15.150634
944	15.15016143
945	15.14955016
946	15.14847848
947	15.14717606
948	15.14584812
949	15.14528104
950	15.14428374
951	15.14245115
952	15.14100912
953	15.14028375
954	15.13844743
955	15.1369952
956	15.13628016
957	15.13610672
958	15.13479591
959	15.13341421
960	15.13247524
961	15.13222549
962	15.13088969
963	15.12989762
964	15.12890852
965	15.12740037
966	15.12630709
967	15.1255826
968	15.12489535
969	15.12407369
970	15.12295552
971	15.12150892
972	15.12016724
973	15.11845945
974	15.11775026
975	15.11707114
976	15.11614535
977	15.11489365
978	15.11364891
979	15.11317629
980	15.11219562
981	15.11093422
982	15.10933175
983	15.10862664
984	15.10733601
985	15.10700576
986	15.10572187
987	15.10419635
988	15.10318896
989	15.10201505
990	15.10076977
991	15.10035401
992	15.09862776
993	15.09852989
994	15.0970139
995	15.09587746
996	15.09458223
997	15.09317186
998	15.09174345
999	15.09061294
1000	15.0893227
1001	15.08804119
1002	15.08752924
1003	15.08672177
1004	15.08520037
1005	15.08400341
1006	15.08315588
1007	15.0822419
1008	15.08132008
1009	15.0800842
1010	15.07935841
1011	15.07819358
1012	15.07738121
1013	15.07728789
1014	15.07646931
1015	15.07483726
1016	15.07414631
1017	15.07266075
1018	15.07161927
1019	15.07047635
1020	15.06894397
1021	15.0679681
1022	15.06646131
1023	15.06478262
1024	15.06319001
1025	15.06305744
1026	15.06144141
1027	15.06029694
1028	15.05958411
1029	15.05808508
1030	15.05653652
1031	15.05541942
1032	15.05382592
1033	15.0534829
1034	15.05193656
1035	15.05032185
1036	15.0492561
1037	15.04787449
1038	15.04763962
1039	15.04656612
1040	15.04558357
1041	15.04406936
1042	15.04352346
1043	15.04294348
1044	15.04185885
1045	15.04080646
1046	15.03949732
1047	15.03798777
1048	15.03784582
1049	15.03725817
1050	15.03642021
1051	15.03631754
1052	15.03556703
1053	15.03487605
1054	15.03366664
1055	15.03233214
1056	15.03187858
1057	15.03133638
1058	15.03050858
1059	15.02951246
1060	15.02789705
1061	15.02704141
1062	15.02642917
1063	15.02559157
1064	15.02472425
1065	15.02415684
1066	15.02393042
1067	15.02287915
1068	15.02087494
1069	15.02000153
1070	15.01917393
1071	15.0180085
1072	15.01620589
1073	15.01471629
1074	15.01467525
1075	15.01279519
1076	15.01162579
1077	15.01064702
1078	15.01002104
1079	15.00889239
1080	15.00839881
1081	15.00652628
1082	15.0058182
1083	15.00475917
1084	15.00358784
1085	15.0026712
1086	15.0020807
1087	15.00191168
1088	15.00116746
1089	14.99995127
1090	14.99896046
1091	14.99730967
1092	14.99658419
1093	14.99511157
1094	14.99414034
1095	14.99357271
1096	14.99210139
1097	14.99113793
1098	14.99048975
1099	14.98983227
1100	14.98918406
1101	14.98837209
1102	14.98735949
1103	14.98588849
1104	14.98490646
1105	14.98400186
1106	14.98205142
1107	14.98101945
1108	14.97992356
1109	14.97906228
1110	14.97759256
1111	14.97718768
1112	14.97548058
1113	14.97358596
1114	14.97231218
1115	14.97158841
1116	14.9705614
1117	14.96779402
1118	14.96665459
1119	14.96589307
1120	14.96445941
1121	14.96306546
1122	14.96176677
1123	14.96124604
1124	14.96034165
1125	14.96013881
1126	14.95890648
1127	14.95862323
1128	14.9574274
1129	14.95661261
1130	14.95520695
1131	14.95380213
1132	14.95246793
1133	14.95166064
1134	14.95006027
1135	14.94983973
1136	14.94880006
1137	14.9480806
1138	14.94750391
1139	14.94659761
1140	14.94561583
1141	14.94465169
1142	14.94181658
1143	14.9407751
1144	14.93990407
1145	14.93886704
1146	14.93805695
1147	14.93782973
1148	14.93677452
1149	14.93561385
1150	14.93463297
1151	14.93335169
1152	14.93189929
1153	14.93143752
1154	14.93050159
1155	14.92919706
1156	14.92830925
1157	14.92763685
1158	14.92639579
1159	14.92547896
1160	14.92438589
1161	14.92280524
1162	14.92243688
1163	14.9212722
1164	14.9198778
1165	14.91897586
1166	14.91811307
1167	14.91747777
1168	14.91670924
1169	14.91580143
1170	14.91390093
1171	14.91227766
1172	14.91158928
1173	14.91051008
1174	14.90901184
1175	14.90777176
1176	14.90706575
1177	14.90611438
1178	14.90428991
1179	14.9032746
1180	14.90222893
1181	14.90108313
1182	14.9006619
1183	14.89913492
1184	14.89853914
1185	14.89738645
1186	14.89659177
1187	14.8952505
1188	14.8941604
1189	14.89308054
1190	14.89242103
1191	14.89125082
1192	14.89001038
1193	14.88875952
1194	14.88809549
1195	14.88658005
1196	14.88556369
1197	14.88485374
1198	14.88402638
1199	14.88325748
1200	14.88249522
1201	14.88140393
1202	14.88049513
1203	14.87957331
1204	14.87842691
1205	14.87761857
1206	14.87637672
1207	14.87534074
1208	14.87379951
1209	14.87275143
1210	14.87207588
1211	14.87122847
1212	14.87097543
1213	14.8701286
1214	14.86803797
1215	14.86713121
1216	14.86602248
1217	14.86521215
1218	14.86415783
1219	14.86342202
1220	14.86165526
1221	14.86088224
1222	14.86034394
1223	14.85969065
1224	14.85884788
1225	14.85758423
1226	14.85704533
1227	14.8558821
1228	14.85445751
1229	14.85397491
1230	14.85306476
1231	14.8524197
1232	14.8520775
1233	14.85183967
1234	14.8516428
1235	14.85034548
1236	14.84956966
1237	14.84846217
1238	14.84751481
1239	14.84632404
1240	14.84563718
1241	14.84431436
1242	14.84328274
1243	14.84221351
1244	14.8417549
1245	14.84122959
1246	14.84035617
1247	14.83960574
1248	14.83835206
1249	14.83745887
1250	14.8365073
1251	14.83628454
1252	14.83569803
1253	14.83516193
1254	14.83397298
1255	14.83255382
1256	14.83114527
1257	14.83017755
1258	14.82869578
1259	14.8279954
1260	14.8273157
1261	14.82608059
1262	14.82478407
1263	14.82405129
1264	14.82386268
1265	14.82365894
1266	14.82356431
1267	14.82212058
1268	14.82053016
1269	14.81976026
1270	14.81881287
1271	14.81851279
1272	14.81768213
1273	14.81606089
1274	14.81532809
1275	14.81384244
1276	14.81292388
1277	14.81201385
1278	14.81153053
1279	14.81077679
1280	14.8102081
1281	14.80922391
1282	14.80836767
1283	14.80723579
1284	14.80625221
1285	14.80528617
1286	14.80434454
1287	14.80416311
1288	14.80308009
1289	14.80228509
1290	14.80094616
1291	14.79989549
1292	14.79894106
1293	14.79829368
1294	14.79700001
1295	14.79578239
1296	14.79415182
1297	14.79244655
1298	14.79210178
1299	14.79185051
1300	14.79089908
1301	14.79004128
1302	14.7893801
1303	14.78867323
1304	14.78790701
1305	14.78653096
1306	14.7857237
1307	14.78476197
1308	14.78319135
1309	14.78274451
1310	14.78105777
1311	14.77974162
1312	14.77924021
1313	14.77794976
1314	14.77700775
1315	14.7761938
1316	14.77463923
1317	14.77370386
1318	14.77241831
1319	14.77194095
1320	14.77117569
1321	14.77108258
1322	14.77036954
1323	14.77010026
1324	14.76931131
1325	14.76815893
1326	14.76648739
1327	14.76493781
1328	14.76444315
1329	14.76327608
1330	14.76231354
1331	14.76056705
1332	14.75952822
1333	14.75886211
1334	14.75752807
1335	14.75663957
1336	14.75613766
1337	14.75444734
1338	14.7533734
1339	14.752896
1340	14.75204544
1341	14.75143376
1342	14.7508541
1343	14.75024807
1344	14.74950632
1345	14.74742588
1346	14.74685018
1347	14.74643294
1348	14.74528636
1349	14.74469138
1350	14.7434985
1351	14.74238627
1352	14.74190118
1353	14.74129563
1354	14.7404605
1355	14.7391651
1356	14.73833478
1357	14.73763257
1358	14.73624347
1359	14.73521785
1360	14.73471244
1361	14.73309572
1362	14.73245053
1363	14.731463
1364	14.7307604
1365	14.73045436
1366	14.72985822
1367	14.72925897
1368	14.72871813
1369	14.72765993
1370	14.72717375
1371	14.72594177
1372	14.72533121
1373	14.7251449
1374	14.7244183
1375	14.72327403
1376	14.72314373
1377	14.72223211
1378	14.72140643
1379	14.72124719
1380	14.72056687
1381	14.71932624
1382	14.71882103
1383	14.717899
1384	14.71646565
1385	14.71512941
1386	14.71446581
1387	14.71366583
1388	14.71286002
1389	14.7115685
1390	14.71056778
1391	14.70967228
1392	14.70861197
1393	14.70783594
1394	14.70705551
1395	14.70610138
1396	14.70402482
1397	14.7032722
1398	14.70194676
1399	14.70077659
1400	14.69921264
1401	14.69869404
1402	14.69750094
1403	14.69653825
1404	14.69494892
1405	14.69408792
1406	14.69274681
1407	14.69227173
1408	14.69100288
1409	14.68993017
1410	14.68946196
1411	14.68853261
1412	14.68774543
1413	14.6866143
1414	14.68654423
1415	14.6855865
1416	14.68464275
1417	14.68455059
1418	14.6834591
1419	14.68260083
1420	14.68174434
1421	14.6810462
1422	14.68038957
1423	14.67952427
1424	14.6783352
1425	14.67709767
1426	14.67649808
1427	14.67567621
1428	14.67456268
1429	14.67343898
1430	14.67291804
1431	14.6728895
1432	14.67237289
1433	14.67123696
1434	14.67066088
1435	14.67035709
1436	14.66916141
1437	14.66858624
1438	14.66787394
1439	14.66654593
1440	14.66501392
1441	14.66382575
1442	14.66286739
1443	14.66241272
1444	14.66159068
1445	14.66013434
1446	14.65960144
1447	14.65877653
1448	14.65730391
1449	14.65586343
1450	14.6553301
1451	14.65463728
1452	14.65338117
1453	14.65250895
1454	14.65219418
1455	14.65123858
1456	14.65067701
1457	14.64914328
1458	14.64821038
1459	14.64684638
1460	14.6461451
1461	14.64511215
1462	14.6440722
1463	14.64298547
1464	14.64141657
1465	14.64014496
1466	14.63924316
1467	14.63855225
1468	14.63754272
1469	14.6368272
1470	14.6359862
1471	14.63565329
1472	14.63461597
1473	14.63387165
1474	14.63259507
1475	14.63116663
1476	14.63002537
1477	14.62909206
1478	14.62880457
1479	14.62815873
1480	14.6270938
1481	14.62612275
1482	14.62512168
1483	14.62395348
1484	14.62306318
1485	14.6224221
1486	14.62145058
1487	14.62099826
1488	14.62034123
1489	14.61956809
1490	14.61894614
1491	14.61767506
1492	14.61671743
1493	14.61612344
1494	14.61527879
1495	14.61379562
1496	14.61296027
1497	14.61203661
1498	14.61123909
1499	14.61030404
